Feature,Operation,Work Material,aspect ratio,Speed,feed per tooth,Depth of cut,Dia. Of tool,Cutting tool material,Cutting tool
1,3,2,3,71.93,0.114,45,304.8,1,Counter sinking tool
1,3,2,4,31.09,0.064,0.5,1.6,3,Counter sinking tool
1,3,2,1,43.89,0.074,1,3.175,3,Counter sinking tool
1,3,2,3,45.72,0.104,2,6.35,3,Counter sinking tool
1,3,2,1,48.16,0.127,3,9.652,3,Counter sinking tool
1,3,2,1,52.12,0.145,5,12.7,3,Counter sinking tool
1,3,2,4,57,0.152,8,19.05,3,Counter sinking tool
1,3,2,3,59.13,0.173,15,25.4,3,Counter sinking tool
1,3,2,3,60.05,0.175,20,31.75,3,Counter sinking tool
1,3,2,2,61.26,0.18,25,38.1,3,Counter sinking tool
1,3,2,1,61.26,0.188,29,50.8,3,Counter sinking tool
1,3,2,1,61.26,0.206,33,76.2,3,Counter sinking tool
1,3,2,5,61.26,0.206,37,101.6,3,Counter sinking tool
1,3,2,5,61.26,0.206,40,152.4,3,Counter sinking tool
1,3,2,1,61.26,0.206,45,304.8,3,Counter sinking tool
1,3,2,2,23.47,0.061,0.5,1.6,2,Counter sinking tool
1,3,2,2,33.22,0.069,1,3.175,2,Counter sinking tool
1,3,2,1,34.44,0.099,2,6.35,2,Counter sinking tool
1,3,2,4,36.58,0.119,3,9.652,2,Counter sinking tool
1,3,2,4,39.32,0.14,5,12.7,2,Counter sinking tool
1,3,2,3,42.98,0.145,8,19.05,2,Counter sinking tool
1,3,2,4,44.81,0.165,15,25.4,2,Counter sinking tool
1,3,2,4,45.42,0.168,20,31.75,2,Counter sinking tool
1,3,2,4,46.33,0.17,25,38.1,2,Counter sinking tool
1,3,2,2,46.33,0.178,29,50.8,2,Counter sinking tool
1,3,2,5,46.33,0.196,33,76.2,2,Counter sinking tool
1,3,2,5,46.33,0.196,37,101.6,2,Counter sinking tool
1,3,2,2,46.33,0.196,40,152.4,2,Counter sinking tool
1,3,2,5,46.33,0.196,45,304.8,2,Counter sinking tool
1,3,2,5,33.83,0.066,0.5,1.6,4,Counter sinking tool
1,3,2,5,47.85,0.076,1,3.175,4,Counter sinking tool
1,3,2,4,49.68,0.109,2,6.35,4,Counter sinking tool
1,3,2,3,52.43,0.132,3,9.652,4,Counter sinking tool
1,3,2,4,56.69,0.152,5,12.7,4,Counter sinking tool
1,3,2,4,62.18,0.16,8,19.05,4,Counter sinking tool
1,3,2,3,64.31,0.18,15,25.4,4,Counter sinking tool
1,3,2,5,65.23,0.183,20,31.75,4,Counter sinking tool
1,3,2,2,66.75,0.188,25,38.1,4,Counter sinking tool
1,3,2,3,66.75,0.196,29,50.8,4,Counter sinking tool
1,3,2,2,66.75,0.216,33,76.2,4,Counter sinking tool
1,3,2,5,66.75,0.216,37,101.6,4,Counter sinking tool
1,3,2,4,66.75,0.216,40,152.4,4,Counter sinking tool
1,3,2,4,66.75,0.216,45,304.8,4,Counter sinking tool
1,1,3,2,191.72,0.046,0.5,1.6,1,Twist drill bits
1,1,3,7,249.63,0.086,1,3.175,1,Twist drill bits
1,1,3,1,304.19,0.152,2,6.35,1,Twist drill bits
1,1,3,4,311.51,0.152,3,9.652,1,Twist drill bits
1,1,3,4,311.51,0.173,5,12.7,1,Twist drill bits
1,1,3,1,311.51,0.218,8,19.05,1,Twist drill bits
1,1,3,3,311.51,0.239,15,25.4,1,Twist drill bits
1,1,3,10,311.51,0.279,20,31.75,1,Twist drill bits
1,1,3,8,311.51,0.305,25,38.1,1,Twist drill bits
1,1,3,3,322.48,0.305,29,50.8,1,Twist drill bits
1,1,3,10,322.48,0.345,33,76.2,1,Twist drill bits
1,1,3,8,322.48,0.366,37,101.6,1,Twist drill bits
1,1,3,9,322.48,0.391,40,152.4,1,Twist drill bits
1,1,3,2,322.48,0.432,45,304.8,1,Twist drill bits
1,1,3,7,162.46,0.056,0.5,1.6,3,Twist drill bits
1,1,3,7,230.73,0.064,1,3.175,3,Twist drill bits
1,1,3,10,239.57,0.091,2,6.35,3,Twist drill bits
1,1,3,2,252.68,0.112,3,9.652,3,Twist drill bits
1,1,3,3,272.49,0.127,5,12.7,3,Twist drill bits
1,1,3,6,298.7,0.135,8,19.05,3,Twist drill bits
1,1,3,1,309.68,0.152,15,25.4,3,Twist drill bits
1,1,3,4,314.25,0.152,20,31.75,3,Twist drill bits
1,1,3,4,320.65,0.158,25,38.1,3,Twist drill bits
1,1,3,1,320.65,0.165,29,50.8,3,Twist drill bits
1,1,3,7,320.65,0.18,33,76.2,3,Twist drill bits
1,1,3,3,320.65,0.18,37,101.6,3,Twist drill bits
1,1,3,4,320.65,0.18,40,152.4,3,Twist drill bits
1,1,3,9,320.65,0.18,45,304.8,3,Twist drill bits
1,1,3,2,122.83,0.053,0.5,1.6,2,Twist drill bits
1,1,3,6,174.35,0.061,1,3.175,2,Twist drill bits
1,1,3,8,181.05,0.086,2,6.35,2,Twist drill bits
1,1,3,6,191.11,0.107,3,9.652,2,Twist drill bits
1,1,3,6,206.04,0.122,5,12.7,2,Twist drill bits
1,1,3,8,225.86,0.127,8,19.05,2,Twist drill bits
1,1,3,5,234.09,0.145,15,25.4,2,Twist drill bits
1,1,3,4,237.44,0.147,20,31.75,2,Twist drill bits
1,1,3,8,242.62,0.15,25,38.1,2,Twist drill bits
1,1,3,1,242.62,0.158,29,50.8,2,Twist drill bits
1,1,3,8,242.62,0.173,33,76.2,2,Twist drill bits
1,1,3,9,242.62,0.173,37,101.6,2,Twist drill bits
1,1,3,7,242.62,0.173,40,152.4,2,Twist drill bits
1,1,3,3,242.62,0.173,45,304.8,2,Twist drill bits
1,1,3,5,177.09,0.058,0.5,1.6,4,Twist drill bits
1,1,3,2,251.16,0.066,1,3.175,4,Twist drill bits
1,1,3,8,260.6,0.096,2,6.35,4,Twist drill bits
1,1,3,5,275.23,0.117,3,9.652,4,Twist drill bits
1,1,3,4,296.57,0.135,5,12.7,4,Twist drill bits
1,1,3,5,325.22,0.142,8,19.05,4,Twist drill bits
1,1,3,10,337.41,0.16,15,25.4,4,Twist drill bits
1,1,3,8,341.99,0.163,20,31.75,4,Twist drill bits
1,1,3,10,349.3,0.165,25,38.1,4,Twist drill bits
1,1,3,10,349.3,0.173,29,50.8,4,Twist drill bits
1,1,3,1,349.3,0.19,33,76.2,4,Twist drill bits
1,1,3,3,349.3,0.19,37,101.6,4,Twist drill bits
1,1,3,10,349.3,0.19,40,152.4,4,Twist drill bits
1,1,3,4,349.3,0.19,45,304.8,4,Twist drill bits
1,1,3,3,92.66,0.051,0.5,1.6,2,Oil Drill bits
1,1,3,4,131.67,0.069,1,3.175,2,Oil Drill bits
1,1,3,10,146.91,0.109,2,6.35,2,Oil Drill bits
1,1,3,9,146.91,0.119,3,9.652,2,Oil Drill bits
1,1,3,1,146.91,0.135,5,12.7,2,Oil Drill bits
1,1,3,8,146.91,0.16,8,19.05,2,Oil Drill bits
1,1,3,5,146.91,0.168,15,25.4,2,Oil Drill bits
1,1,3,6,146.91,0.168,20,31.75,2,Oil Drill bits
1,1,3,6,146.91,0.168,25,38.1,2,Oil Drill bits
1,1,3,6,155.75,0.185,29,50.8,2,Oil Drill bits
1,1,3,4,160.93,0.221,33,76.2,2,Oil Drill bits
1,1,3,1,165.81,0.252,37,101.6,2,Oil Drill bits
1,1,3,5,170.99,0.252,40,152.4,2,Oil Drill bits
1,1,3,3,185.01,0.252,45,304.8,2,Oil Drill bits
1,1,3,2,81.38,0.221,0.5,1.6,2,Spade drill bits
1,1,3,8,86.87,0.277,1,3.175,2,Spade drill bits
1,1,3,7,93.27,0.333,2,6.35,2,Spade drill bits
1,1,3,3,95.1,0.368,3,9.652,2,Spade drill bits
1,1,3,9,96.01,0.439,5,12.7,2,Spade drill bits
1,1,3,7,96.93,0.587,8,19.05,2,Spade drill bits
1,1,3,4,97.84,0.66,15,25.4,2,Spade drill bits
1,1,3,2,99.67,0.734,20,31.75,2,Spade drill bits
1,1,3,8,100.58,0.881,25,38.1,2,Spade drill bits
1,1,3,6,101.5,1.102,29,50.8,2,Spade drill bits
1,1,3,2,102.41,1.288,33,76.2,2,Spade drill bits
1,1,3,5,104.24,1.542,37,101.6,2,Spade drill bits
1,1,3,10,107.9,1.654,40,152.4,2,Spade drill bits
1,1,3,1,110.64,1.836,45,304.8,2,Spade drill bits
1,1,3,23,191.72,0.046,0.5,1.6,2,Deep hole drill bits
1,1,3,15,249.63,0.086,1,3.175,2,Deep hole drill bits
1,1,3,24,304.19,0.152,2,6.35,2,Deep hole drill bits
1,1,3,23,311.51,0.152,3,9.652,2,Deep hole drill bits
1,1,3,15,311.51,0.173,5,12.7,2,Deep hole drill bits
1,1,3,34,311.51,0.218,8,19.05,2,Deep hole drill bits
1,1,3,15,311.51,0.239,15,25.4,2,Deep hole drill bits
1,1,3,19,311.51,0.279,20,31.75,2,Deep hole drill bits
1,1,3,34,311.51,0.305,25,38.1,2,Deep hole drill bits
1,1,3,17,322.48,0.305,29,50.8,2,Deep hole drill bits
1,1,3,39,322.48,0.345,33,76.2,2,Deep hole drill bits
1,1,3,11,322.48,0.366,37,101.6,2,Deep hole drill bits
1,1,3,34,322.48,0.391,40,152.4,2,Deep hole drill bits
1,1,3,34,322.48,0.432,45,304.8,2,Deep hole drill bits
1,1,3,30,191.72,0.046,0.5,1.6,2,Deep hole drill bits
1,1,3,23,249.63,0.086,1,3.175,2,Deep hole drill bits
1,1,3,11,304.19,0.152,2,6.35,2,Deep hole drill bits
1,1,3,37,311.51,0.152,3,9.652,2,Deep hole drill bits
1,1,3,22,311.51,0.173,5,12.7,2,Deep hole drill bits
1,1,3,23,311.51,0.218,8,19.05,2,Deep hole drill bits
1,1,3,29,311.51,0.239,15,25.4,2,Deep hole drill bits
1,4,3,4,60.05,0.109,0.5,2.362,1,Reaming tool
1,4,3,2,62.48,0.109,1,3.962,1,Reaming tool
1,4,3,3,65.23,0.119,2,7.137,1,Reaming tool
1,4,3,3,70.41,0.17,3,12.7,1,Reaming tool
1,4,3,5,75.59,0.216,5,19.05,1,Reaming tool
1,4,3,3,85.95,0.241,8,25.4,1,Reaming tool
1,4,3,5,96.62,0.29,15,38.1,1,Reaming tool
1,4,3,2,106.98,0.361,20,76.2,1,Reaming tool
1,4,3,5,41.45,0.109,0.5,2.362,2,Reaming tool
1,4,3,4,42.67,0.119,1,3.962,2,Reaming tool
1,4,3,3,43.89,0.132,2,7.137,2,Reaming tool
1,4,3,5,46.33,0.145,3,12.7,2,Reaming tool
1,4,3,5,49.99,0.193,5,19.05,2,Reaming tool
1,4,3,4,53.64,0.216,8,25.4,2,Reaming tool
1,4,3,2,56.08,0.241,15,38.1,2,Reaming tool
1,4,3,4,58.52,0.29,20,76.2,2,Reaming tool
1,2,3,4,191.72,0.046,0.5,1.6,1,Counter drilling tool
1,2,3,3,249.63,0.086,1,3.175,1,Counter drilling tool
1,2,3,2,304.19,0.152,2,6.35,1,Counter drilling tool
1,2,3,2,311.51,0.152,3,9.652,1,Counter drilling tool
1,2,3,5,311.51,0.173,5,12.7,1,Counter drilling tool
1,2,3,5,311.51,0.218,8,19.05,1,Counter drilling tool
1,2,3,2,311.51,0.239,15,25.4,1,Counter drilling tool
1,2,3,1,311.51,0.279,20,31.75,1,Counter drilling tool
1,2,3,3,311.51,0.305,25,38.1,1,Counter drilling tool
1,2,3,1,322.48,0.305,29,50.8,1,Counter drilling tool
1,2,3,2,322.48,0.345,33,76.2,1,Counter drilling tool
1,2,3,3,322.48,0.366,37,101.6,1,Counter drilling tool
1,2,3,3,322.48,0.391,40,152.4,1,Counter drilling tool
1,2,3,4,322.48,0.432,45,304.8,1,Counter drilling tool
1,2,3,3,162.46,0.056,0.5,1.6,3,Counter drilling tool
1,2,3,3,230.73,0.064,1,3.175,3,Counter drilling tool
1,2,3,1,239.57,0.091,2,6.35,3,Counter drilling tool
1,2,3,1,252.68,0.112,3,9.652,3,Counter drilling tool
1,2,3,1,272.49,0.127,5,12.7,3,Counter drilling tool
1,2,3,2,298.7,0.135,8,19.05,3,Counter drilling tool
1,2,3,2,309.68,0.152,15,25.4,3,Counter drilling tool
1,2,3,3,314.25,0.152,20,31.75,3,Counter drilling tool
1,2,3,5,320.65,0.158,25,38.1,3,Counter drilling tool
1,2,3,5,320.65,0.165,29,50.8,3,Counter drilling tool
1,2,3,3,320.65,0.18,33,76.2,3,Counter drilling tool
1,2,3,4,320.65,0.18,37,101.6,3,Counter drilling tool
1,2,3,4,320.65,0.18,40,152.4,3,Counter drilling tool
1,2,3,4,320.65,0.18,45,304.8,3,Counter drilling tool
1,2,3,3,122.83,0.053,0.5,1.6,2,Counter drilling tool
1,2,3,5,174.35,0.061,1,3.175,2,Counter drilling tool
1,2,3,1,181.05,0.086,2,6.35,2,Counter drilling tool
1,2,3,1,191.11,0.107,3,9.652,2,Counter drilling tool
1,2,3,3,206.04,0.122,5,12.7,2,Counter drilling tool
1,2,3,5,225.86,0.127,8,19.05,2,Counter drilling tool
1,2,3,3,234.09,0.145,15,25.4,2,Counter drilling tool
1,2,3,2,237.44,0.147,20,31.75,2,Counter drilling tool
1,2,3,3,242.62,0.15,25,38.1,2,Counter drilling tool
1,2,3,4,242.62,0.158,29,50.8,2,Counter drilling tool
1,2,3,1,242.62,0.173,33,76.2,2,Counter drilling tool
1,2,3,4,242.62,0.173,37,101.6,2,Counter drilling tool
1,2,3,1,242.62,0.173,40,152.4,2,Counter drilling tool
1,2,3,5,242.62,0.173,45,304.8,2,Counter drilling tool
1,2,3,2,177.09,0.058,0.5,1.6,4,Counter drilling tool
1,2,3,5,251.16,0.066,1,3.175,4,Counter drilling tool
1,2,3,5,260.6,0.096,2,6.35,4,Counter drilling tool
1,2,3,1,275.23,0.117,3,9.652,4,Counter drilling tool
1,2,3,5,296.57,0.135,5,12.7,4,Counter drilling tool
1,2,3,1,325.22,0.142,8,19.05,4,Counter drilling tool
1,2,3,5,337.41,0.16,15,25.4,4,Counter drilling tool
1,2,3,1,341.99,0.163,20,31.75,4,Counter drilling tool
1,2,3,5,349.3,0.165,25,38.1,4,Counter drilling tool
1,2,3,4,349.3,0.173,29,50.8,4,Counter drilling tool
1,2,3,4,349.3,0.19,33,76.2,4,Counter drilling tool
1,2,3,1,349.3,0.19,37,101.6,4,Counter drilling tool
1,2,3,1,349.3,0.19,40,152.4,4,Counter drilling tool
1,2,3,3,349.3,0.19,45,304.8,4,Counter drilling tool
1,3,3,2,191.72,0.046,0.5,1.6,1,Counter sinking tool
1,3,3,4,249.63,0.086,1,3.175,1,Counter sinking tool
1,3,3,2,304.19,0.152,2,6.35,1,Counter sinking tool
1,3,3,2,311.51,0.152,3,9.652,1,Counter sinking tool
1,3,3,5,311.51,0.173,5,12.7,1,Counter sinking tool
1,3,3,2,311.51,0.218,8,19.05,1,Counter sinking tool
1,3,3,3,311.51,0.239,15,25.4,1,Counter sinking tool
1,3,3,5,311.51,0.279,20,31.75,1,Counter sinking tool
1,3,3,5,311.51,0.305,25,38.1,1,Counter sinking tool
1,3,3,4,322.48,0.305,29,50.8,1,Counter sinking tool
1,3,3,4,322.48,0.345,33,76.2,1,Counter sinking tool
1,3,3,4,322.48,0.366,37,101.6,1,Counter sinking tool
1,3,3,1,322.48,0.391,40,152.4,1,Counter sinking tool
1,3,3,2,322.48,0.432,45,304.8,1,Counter sinking tool
1,3,3,5,162.46,0.056,0.5,1.6,3,Counter sinking tool
1,3,3,5,230.73,0.064,1,3.175,3,Counter sinking tool
1,3,3,5,239.57,0.091,2,6.35,3,Counter sinking tool
1,3,3,1,252.68,0.112,3,9.652,3,Counter sinking tool
1,3,3,2,272.49,0.127,5,12.7,3,Counter sinking tool
1,3,3,4,298.7,0.135,8,19.05,3,Counter sinking tool
1,3,3,4,309.68,0.152,15,25.4,3,Counter sinking tool
1,3,3,2,314.25,0.152,20,31.75,3,Counter sinking tool
1,3,3,1,320.65,0.158,25,38.1,3,Counter sinking tool
1,3,3,5,320.65,0.165,29,50.8,3,Counter sinking tool
1,3,3,5,320.65,0.18,33,76.2,3,Counter sinking tool
1,3,3,4,320.65,0.18,37,101.6,3,Counter sinking tool
1,3,3,2,320.65,0.18,40,152.4,3,Counter sinking tool
1,3,3,2,320.65,0.18,45,304.8,3,Counter sinking tool
1,3,3,1,122.83,0.053,0.5,1.6,2,Counter sinking tool
1,3,3,4,174.35,0.061,1,3.175,2,Counter sinking tool
1,3,3,3,181.05,0.086,2,6.35,2,Counter sinking tool
1,3,3,5,191.11,0.107,3,9.652,2,Counter sinking tool
1,3,3,4,206.04,0.122,5,12.7,2,Counter sinking tool
1,3,3,4,225.86,0.127,8,19.05,2,Counter sinking tool
1,3,3,3,234.09,0.145,15,25.4,2,Counter sinking tool
1,3,3,4,237.44,0.147,20,31.75,2,Counter sinking tool
1,3,3,1,242.62,0.15,25,38.1,2,Counter sinking tool
1,3,3,1,242.62,0.158,29,50.8,2,Counter sinking tool
1,3,3,5,242.62,0.173,33,76.2,2,Counter sinking tool
1,3,3,2,242.62,0.173,37,101.6,2,Counter sinking tool
1,3,3,3,242.62,0.173,40,152.4,2,Counter sinking tool
1,3,3,1,242.62,0.173,45,304.8,2,Counter sinking tool
1,3,3,1,177.09,0.058,0.5,1.6,4,Counter sinking tool
1,3,3,3,251.16,0.066,1,3.175,4,Counter sinking tool
1,3,3,4,260.6,0.096,2,6.35,4,Counter sinking tool
1,3,3,3,275.23,0.117,3,9.652,4,Counter sinking tool
1,3,3,1,296.57,0.135,5,12.7,4,Counter sinking tool
1,3,3,1,325.22,0.142,8,19.05,4,Counter sinking tool
1,3,3,5,337.41,0.16,15,25.4,4,Counter sinking tool
1,3,3,4,341.99,0.163,20,31.75,4,Counter sinking tool
1,3,3,2,349.3,0.165,25,38.1,4,Counter sinking tool
1,3,3,3,349.3,0.173,29,50.8,4,Counter sinking tool
1,3,3,1,349.3,0.19,33,76.2,4,Counter sinking tool
1,3,3,2,349.3,0.19,37,101.6,4,Counter sinking tool
1,3,3,2,349.3,0.19,40,152.4,4,Counter sinking tool
1,3,3,2,349.3,0.19,45,304.8,4,Counter sinking tool
1,1,4,9,29.57,0.013,0.5,1.6,1,Twist drill bits
1,1,4,7,38.4,0.023,1,3.175,1,Twist drill bits
1,1,4,10,46.94,0.038,2,6.35,1,Twist drill bits
1,1,4,8,47.85,0.038,3,9.652,1,Twist drill bits
1,1,4,3,47.85,0.043,5,12.7,1,Twist drill bits
1,1,4,4,47.85,0.056,8,19.05,1,Twist drill bits
1,1,4,10,47.85,0.061,15,25.4,1,Twist drill bits
1,1,4,10,47.85,0.071,20,31.75,1,Twist drill bits
1,1,4,7,47.85,0.079,25,38.1,1,Twist drill bits
1,1,4,2,49.68,0.079,29,50.8,1,Twist drill bits
1,1,4,3,49.68,0.089,33,76.2,1,Twist drill bits
1,1,4,5,49.68,0.094,37,101.6,1,Twist drill bits
1,1,4,6,49.68,0.099,40,152.4,1,Twist drill bits
1,1,4,6,49.68,0.109,45,304.8,1,Twist drill bits
1,1,4,5,19.51,0.053,0.5,1.6,3,Twist drill bits
1,1,4,1,27.43,0.061,1,3.175,3,Twist drill bits
1,1,4,8,28.65,0.086,2,6.35,3,Twist drill bits
1,1,4,8,30.18,0.104,3,9.652,3,Twist drill bits
1,1,4,9,32.61,0.122,5,12.7,3,Twist drill bits
1,1,4,9,35.66,0.127,8,19.05,3,Twist drill bits
1,1,4,9,36.88,0.145,15,25.4,3,Twist drill bits
1,1,4,1,37.49,0.145,20,31.75,3,Twist drill bits
1,1,4,10,38.4,0.15,25,38.1,3,Twist drill bits
1,1,4,7,38.4,0.155,29,50.8,3,Twist drill bits
1,1,4,4,38.4,0.173,33,76.2,3,Twist drill bits
1,1,4,5,38.4,0.173,37,101.6,3,Twist drill bits
1,1,4,9,38.4,0.173,40,152.4,3,Twist drill bits
1,1,4,3,38.4,0.173,45,304.8,3,Twist drill bits
1,1,4,9,14.63,0.051,0.5,1.6,2,Twist drill bits
1,1,4,8,20.73,0.058,1,3.175,2,Twist drill bits
1,1,4,6,21.64,0.084,2,6.35,2,Twist drill bits
1,1,4,10,22.86,0.102,3,9.652,2,Twist drill bits
1,1,4,8,24.69,0.117,5,12.7,2,Twist drill bits
1,1,4,10,26.82,0.122,8,19.05,2,Twist drill bits
1,1,4,9,28.04,0.137,15,25.4,2,Twist drill bits
1,1,4,6,28.35,0.14,20,31.75,2,Twist drill bits
1,1,4,2,28.96,0.142,25,38.1,2,Twist drill bits
1,1,4,1,28.96,0.15,29,50.8,2,Twist drill bits
1,1,4,7,28.96,0.165,33,76.2,2,Twist drill bits
1,1,4,8,28.96,0.165,37,101.6,2,Twist drill bits
1,1,4,6,28.96,0.165,40,152.4,2,Twist drill bits
1,1,4,6,28.96,0.165,45,304.8,2,Twist drill bits
1,1,4,7,21.03,0.056,0.5,1.6,4,Twist drill bits
1,1,4,10,29.87,0.064,1,3.175,4,Twist drill bits
1,1,4,3,31.09,0.091,2,6.35,4,Twist drill bits
1,1,4,10,32.92,0.112,3,9.652,4,Twist drill bits
1,1,4,5,35.36,0.127,5,12.7,4,Twist drill bits
1,1,4,3,38.71,0.135,8,19.05,4,Twist drill bits
1,1,4,9,40.23,0.15,15,25.4,4,Twist drill bits
1,1,4,1,40.84,0.152,20,31.75,4,Twist drill bits
1,1,4,8,41.76,0.158,25,38.1,4,Twist drill bits
1,1,4,9,41.76,0.165,29,50.8,4,Twist drill bits
1,1,4,9,41.76,0.18,33,76.2,4,Twist drill bits
1,1,4,2,41.76,0.18,37,101.6,4,Twist drill bits
1,1,4,10,41.76,0.18,40,152.4,4,Twist drill bits
1,1,4,8,41.76,0.18,45,304.8,4,Twist drill bits
1,1,4,10,15.54,0.041,0.5,1.6,2,Oil Drill bits
1,1,4,8,21.95,0.053,1,3.175,2,Oil Drill bits
1,1,4,10,24.38,0.086,2,6.35,2,Oil Drill bits
1,1,4,3,24.38,0.094,3,9.652,2,Oil Drill bits
1,1,4,4,24.38,0.104,5,12.7,2,Oil Drill bits
1,1,4,8,24.38,0.124,8,19.05,2,Oil Drill bits
1,1,4,9,24.38,0.132,15,25.4,2,Oil Drill bits
1,1,4,8,24.38,0.132,20,31.75,2,Oil Drill bits
1,1,4,4,24.38,0.132,25,38.1,2,Oil Drill bits
1,1,4,6,25.91,0.145,29,50.8,2,Oil Drill bits
1,1,4,5,26.82,0.173,33,76.2,2,Oil Drill bits
1,1,4,9,27.74,0.196,37,101.6,2,Oil Drill bits
1,1,4,8,28.65,0.196,40,152.4,2,Oil Drill bits
1,1,4,8,30.78,0.196,45,304.8,2,Oil Drill bits
1,1,4,2,13.41,0.137,0.5,1.6,2,Spade drill bits
1,1,4,2,14.63,0.173,1,3.175,2,Spade drill bits
1,1,4,4,15.54,0.208,2,6.35,2,Spade drill bits
1,1,4,7,15.85,0.229,3,9.652,2,Spade drill bits
1,1,4,7,15.85,0.274,5,12.7,2,Spade drill bits
1,1,4,9,16.15,0.366,8,19.05,2,Spade drill bits
1,1,4,8,16.46,0.412,15,25.4,2,Spade drill bits
1,1,4,4,16.46,0.457,20,31.75,2,Spade drill bits
1,1,4,8,16.76,0.549,25,38.1,2,Spade drill bits
1,1,4,8,17.07,0.686,29,50.8,2,Spade drill bits
1,1,4,6,17.07,0.803,33,76.2,2,Spade drill bits
1,1,4,10,17.37,0.96,37,101.6,2,Spade drill bits
1,1,4,8,17.98,1.031,40,152.4,2,Spade drill bits
1,1,4,8,18.29,1.143,45,304.8,2,Spade drill bits
1,1,4,15,29.57,0.013,0.5,1.6,2,Deep hole drill bits
1,1,4,27,38.4,0.023,1,3.175,2,Deep hole drill bits
1,1,4,35,46.94,0.038,2,6.35,2,Deep hole drill bits
1,1,4,40,47.85,0.038,3,9.652,2,Deep hole drill bits
1,1,4,33,47.85,0.043,5,12.7,2,Deep hole drill bits
1,1,4,13,47.85,0.056,8,19.05,2,Deep hole drill bits
1,1,4,16,47.85,0.061,15,25.4,2,Deep hole drill bits
1,1,4,22,47.85,0.071,20,31.75,2,Deep hole drill bits
1,1,4,13,47.85,0.079,25,38.1,2,Deep hole drill bits
1,1,4,16,49.68,0.079,29,50.8,2,Deep hole drill bits
1,1,4,23,49.68,0.089,33,76.2,2,Deep hole drill bits
1,1,4,23,49.68,0.094,37,101.6,2,Deep hole drill bits
1,1,4,20,49.68,0.099,40,152.4,2,Deep hole drill bits
1,1,4,33,49.68,0.109,45,304.8,2,Deep hole drill bits
1,1,4,19,29.57,0.013,0.5,1.6,2,Deep hole drill bits
1,1,4,21,38.4,0.023,1,3.175,2,Deep hole drill bits
1,1,4,24,46.94,0.038,2,6.35,2,Deep hole drill bits
1,1,4,11,47.85,0.038,3,9.652,2,Deep hole drill bits
1,1,4,35,47.85,0.043,5,12.7,2,Deep hole drill bits
1,1,4,26,47.85,0.056,8,19.05,2,Deep hole drill bits
1,1,4,39,47.85,0.061,15,25.4,2,Deep hole drill bits
1,4,4,5,22.86,0.099,0.5,2.362,1,Reaming tool
1,4,4,5,23.77,0.099,1,3.962,1,Reaming tool
1,4,4,3,24.69,0.109,2,7.137,1,Reaming tool
1,4,4,1,26.82,0.152,3,12.7,1,Reaming tool
1,4,4,4,28.65,0.196,5,19.05,1,Reaming tool
1,4,4,5,32.61,0.218,8,25.4,1,Reaming tool
1,4,4,4,36.58,0.262,15,38.1,1,Reaming tool
1,4,4,3,40.54,0.328,20,76.2,1,Reaming tool
1,4,4,4,16.76,0.099,0.5,2.362,2,Reaming tool
1,4,4,5,17.37,0.109,1,3.962,2,Reaming tool
1,4,4,5,17.68,0.119,2,7.137,2,Reaming tool
1,4,4,5,18.9,0.132,3,12.7,2,Reaming tool
1,4,4,2,20.42,0.175,5,19.05,2,Reaming tool
1,4,4,5,21.64,0.196,8,25.4,2,Reaming tool
1,4,4,1,22.86,0.218,15,38.1,2,Reaming tool
1,4,4,5,23.77,0.262,20,76.2,2,Reaming tool
1,2,4,3,29.57,0.013,0.5,1.6,1,Counter drilling tool
1,2,4,2,38.4,0.023,1,3.175,1,Counter drilling tool
1,2,4,2,46.94,0.038,2,6.35,1,Counter drilling tool
1,2,4,2,47.85,0.038,3,9.652,1,Counter drilling tool
1,2,4,1,47.85,0.043,5,12.7,1,Counter drilling tool
1,2,4,5,47.85,0.056,8,19.05,1,Counter drilling tool
1,2,4,5,47.85,0.061,15,25.4,1,Counter drilling tool
1,2,4,5,47.85,0.071,20,31.75,1,Counter drilling tool
1,2,4,2,47.85,0.079,25,38.1,1,Counter drilling tool
1,2,4,4,49.68,0.079,29,50.8,1,Counter drilling tool
1,2,4,1,49.68,0.089,33,76.2,1,Counter drilling tool
1,2,4,5,49.68,0.094,37,101.6,1,Counter drilling tool
1,2,4,5,49.68,0.099,40,152.4,1,Counter drilling tool
1,2,4,5,49.68,0.109,45,304.8,1,Counter drilling tool
1,2,4,5,19.51,0.053,0.5,1.6,3,Counter drilling tool
1,2,4,5,27.43,0.061,1,3.175,3,Counter drilling tool
1,2,4,1,28.65,0.086,2,6.35,3,Counter drilling tool
1,2,4,4,30.18,0.104,3,9.652,3,Counter drilling tool
1,2,4,4,32.61,0.122,5,12.7,3,Counter drilling tool
1,2,4,1,35.66,0.127,8,19.05,3,Counter drilling tool
1,2,4,1,36.88,0.145,15,25.4,3,Counter drilling tool
1,2,4,3,37.49,0.145,20,31.75,3,Counter drilling tool
1,2,4,4,38.4,0.15,25,38.1,3,Counter drilling tool
1,2,4,5,38.4,0.155,29,50.8,3,Counter drilling tool
1,2,4,2,38.4,0.173,33,76.2,3,Counter drilling tool
1,2,4,5,38.4,0.173,37,101.6,3,Counter drilling tool
1,2,4,1,38.4,0.173,40,152.4,3,Counter drilling tool
1,2,4,1,38.4,0.173,45,304.8,3,Counter drilling tool
