Feature,Operation,Work Material,Speed,feed per tooth,No. of tooth,Dia. Of tool,Cutting tool material,Depth of cut,Feed,Spindle speed
1,2,2,66.75,0.216,1,76.2,4,33,0.216,278.8870589
1,2,2,66.75,0.216,1,101.6,4,37,0.216,209.1652942
1,2,2,66.75,0.216,1,152.4,4,40,0.216,139.4435294
1,2,2,66.75,0.216,1,304.8,4,45,0.216,69.72176472
1,3,2,42.67,0.013,1,1.6,1,0.5,0.013,8490.528494
1,3,2,55.78,0.023,1,3.175,1,1,0.023,5593.283648
1,3,2,67.97,0.041,1,6.35,1,2,0.041,3407.811846
1,3,2,69.49,0.041,1,9.652,1,3,0.041,2292.118477
1,3,2,69.49,0.046,1,12.7,1,5,0.046,1742.010042
1,3,2,69.49,0.058,1,19.05,1,8,0.058,1161.340028
1,3,2,69.49,0.064,1,25.4,1,15,0.064,871.0050212
1,3,2,69.49,0.074,1,31.75,1,20,0.074,696.804017
1,3,2,69.49,0.081,1,38.1,1,25,0.081,580.6700141
1,3,2,71.93,0.081,1,50.8,1,29,0.081,450.7942954
1,3,2,71.93,0.091,1,76.2,1,33,0.091,300.5295303
1,3,2,71.93,0.096,1,101.6,1,37,0.096,225.3971477
1,3,2,71.93,0.104,1,152.4,1,40,0.104,150.2647651
1,3,2,71.93,0.114,1,304.8,1,45,0.114,75.13238257
1,3,2,31.09,0.064,1,1.6,3,0.5,0.064,6186.326011
1,3,2,43.89,0.074,1,3.175,3,1,0.074,4401.025803
1,3,2,45.72,0.104,1,6.35,3,2,0.104,2292.26361
1,3,2,48.16,0.127,1,9.652,3,3,0.127,1588.551243
1,3,2,52.12,0.145,1,12.7,3,5,0.145,1306.570203
1,3,2,57,0.152,1,19.05,3,8,0.152,952.6029877
1,3,2,59.13,0.173,1,25.4,3,15,0.173,741.1501929
1,3,2,60.05,0.175,1,31.75,3,20,0.175,602.1453622
1,3,2,61.26,0.18,1,38.1,3,25,0.18,511.8987634
1,3,2,61.26,0.188,1,50.8,3,29,0.188,383.9240725
1,3,2,61.26,0.206,1,76.2,3,33,0.206,255.9493817
1,3,2,61.26,0.206,1,101.6,3,37,0.206,191.9620363
1,3,2,61.26,0.206,1,152.4,3,40,0.206,127.9746908
1,3,2,61.26,0.206,1,304.8,3,45,0.206,63.98734542
1,3,2,23.47,0.061,1,1.6,2,0.5,0.061,4670.089144
1,3,2,33.22,0.069,1,3.175,2,1,0.069,3331.102237
1,3,2,34.44,0.099,1,6.35,2,2,0.099,1726.718258
1,3,2,36.58,0.119,1,9.652,2,3,0.119,1206.586471
1,3,2,39.32,0.14,1,12.7,2,5,0.14,985.6934072
1,3,2,42.98,0.145,1,19.05,2,8,0.145,718.2960774
1,3,2,44.81,0.165,1,25.4,2,15,0.165,561.6597352
1,3,2,45.42,0.168,1,31.75,2,20,0.168,455.4445021
1,3,2,46.33,0.17,1,38.1,2,25,0.17,387.1411967
1,3,2,46.33,0.178,1,50.8,2,29,0.178,290.3558975
1,3,2,46.33,0.196,1,76.2,2,33,0.196,193.5705983
1,3,2,46.33,0.196,1,101.6,2,37,0.196,145.1779487
1,3,2,46.33,0.196,1,152.4,2,40,0.196,96.78529916
1,3,2,46.33,0.196,1,304.8,2,45,0.196,48.39264958
1,3,2,33.83,0.066,1,1.6,4,0.5,0.066,6731.534543
1,3,2,47.85,0.076,1,3.175,4,1,0.076,4798.110838
1,3,2,49.68,0.109,1,6.35,4,2,0.109,2490.806128
1,3,2,52.43,0.132,1,9.652,4,3,0.132,1729.396629
1,3,2,56.69,0.152,1,12.7,4,5,0.152,1421.133247
1,3,2,62.18,0.16,1,19.05,4,8,0.16,1039.172873
1,3,2,64.31,0.18,1,25.4,4,15,0.18,806.0776071
1,3,2,65.23,0.183,1,31.75,4,20,0.183,654.0872935
1,3,2,66.75,0.188,1,38.1,4,25,0.188,557.7741178
1,3,2,66.75,0.196,1,50.8,4,29,0.196,418.3305883
1,3,2,66.75,0.216,1,76.2,4,33,0.216,278.8870589
1,3,2,66.75,0.216,1,101.6,4,37,0.216,209.1652942
1,3,2,66.75,0.216,1,152.4,4,40,0.216,139.4435294
1,3,2,66.75,0.216,1,304.8,4,45,0.216,69.72176472
1,1,3,191.72,0.046,2,1.6,1,0.5,0.092,38148.67876
1,1,3,249.63,0.086,2,3.175,1,1,0.172,25031.3983
1,1,3,304.19,0.152,2,6.35,1,2,0.304,15251.17383
1,1,3,311.51,0.152,2,9.652,1,3,0.304,10275.11623
1,1,3,311.51,0.173,2,12.7,1,5,0.346,7809.088334
1,1,3,311.51,0.218,2,19.05,1,8,0.436,5206.058889
1,1,3,311.51,0.239,2,25.4,1,15,0.478,3904.544167
1,1,3,311.51,0.279,2,31.75,1,20,0.558,3123.635334
1,1,3,311.51,0.305,2,38.1,1,25,0.61,2603.029445
1,1,3,322.48,0.305,2,50.8,1,29,0.61,2021.022444
1,1,3,322.48,0.345,2,76.2,1,33,0.69,1347.348296
1,1,3,322.48,0.366,2,101.6,1,37,0.732,1010.511222
1,1,3,322.48,0.391,2,152.4,1,40,0.782,673.6741479
1,1,3,322.48,0.432,2,304.8,1,45,0.864,336.837074
1,1,3,162.46,0.056,2,1.6,3,0.5,0.112,32326.48838
1,1,3,230.73,0.064,2,3.175,3,1,0.128,23136.21972
1,1,3,239.57,0.091,2,6.35,3,2,0.182,12011.32093
1,1,3,252.68,0.112,2,9.652,3,3,0.224,8334.616445
1,1,3,272.49,0.127,2,12.7,3,5,0.254,6830.915477
1,1,3,298.7,0.135,2,19.05,3,8,0.27,4991.973902
1,1,3,309.68,0.152,2,25.4,3,15,0.304,3881.60649
1,1,3,314.25,0.152,2,31.75,3,20,0.304,3151.110409
1,1,3,320.65,0.158,2,38.1,3,25,0.316,2679.404807
1,1,3,320.65,0.165,2,50.8,3,29,0.33,2009.553605
1,1,3,320.65,0.18,2,76.2,3,33,0.36,1339.702403
1,1,3,320.65,0.18,2,101.6,3,37,0.36,1004.776803
1,1,3,320.65,0.18,2,152.4,3,40,0.36,669.8512017
1,1,3,320.65,0.18,2,304.8,3,45,0.36,334.9256009
1,1,3,122.83,0.053,2,1.6,2,0.5,0.106,24440.86278
1,1,3,174.35,0.061,2,3.175,2,1,0.122,17482.77167
1,1,3,181.05,0.086,2,6.35,2,2,0.172,9077.303732
1,1,3,191.11,0.107,2,9.652,2,3,0.214,6303.738122
1,1,3,206.04,0.122,2,12.7,2,5,0.244,5165.113673
1,1,3,225.86,0.127,2,19.05,2,8,0.254,3774.647558
1,1,3,234.09,0.145,2,25.4,2,15,0.29,2934.142545
1,1,3,237.44,0.147,2,31.75,2,20,0.294,2380.905825
1,1,3,242.62,0.15,2,38.1,2,25,0.3,2027.37313
1,1,3,242.62,0.158,2,50.8,2,29,0.316,1520.529848
1,1,3,242.62,0.173,2,76.2,2,33,0.346,1013.686565
1,1,3,242.62,0.173,2,101.6,2,37,0.346,760.2649239
1,1,3,242.62,0.173,2,152.4,2,40,0.346,506.8432826
1,1,3,242.62,0.173,2,304.8,2,45,0.346,253.4216413
1,1,3,177.09,0.058,2,1.6,4,0.5,0.116,35237.58357
1,1,3,251.16,0.066,2,3.175,4,1,0.132,25184.81751
1,1,3,260.6,0.096,2,6.35,4,2,0.192,13065.70203
1,1,3,275.23,0.117,2,9.652,4,3,0.234,9078.425218
1,1,3,296.57,0.135,2,12.7,4,5,0.27,7434.564949
1,1,3,325.22,0.142,2,19.05,4,8,0.284,5435.184976
1,1,3,337.41,0.16,2,25.4,4,15,0.32,4229.181238
1,1,3,341.99,0.163,2,31.75,4,20,0.326,3429.270482
1,1,3,349.3,0.165,2,38.1,4,25,0.33,2918.808979
1,1,3,349.3,0.173,2,50.8,4,29,0.346,2189.106734
1,1,3,349.3,0.19,2,76.2,4,33,0.38,1459.404489
1,1,3,349.3,0.19,2,101.6,4,37,0.38,1094.553367
1,1,3,349.3,0.19,2,152.4,4,40,0.38,729.7022447
1,1,3,349.3,0.19,2,304.8,4,45,0.38,364.8511224
1,1,3,92.66,0.051,2,1.6,2,0.5,0.102,18437.59949
1,1,3,131.67,0.069,2,3.175,2,1,0.138,13203.07741
1,1,3,146.91,0.109,2,6.35,2,2,0.218,7365.626575
1,1,3,146.91,0.119,2,9.652,2,3,0.238,4845.806957
1,1,3,146.91,0.135,2,12.7,2,5,0.27,3682.813287
1,1,3,146.91,0.16,2,19.05,2,8,0.32,2455.208858
1,1,3,146.91,0.168,2,25.4,2,15,0.336,1841.406644
1,1,3,146.91,0.168,2,31.75,2,20,0.336,1473.125315
1,1,3,146.91,0.168,2,38.1,2,25,0.336,1227.604429
1,1,3,155.75,0.185,2,50.8,2,29,0.37,976.1047061
1,1,3,160.93,0.221,2,76.2,2,33,0.442,672.3789421
1,1,3,165.81,0.252,2,101.6,2,37,0.504,519.5759914
1,1,3,170.99,0.252,2,152.4,2,40,0.504,357.20523
1,1,3,185.01,0.252,2,304.8,2,45,0.504,193.2467969
1,1,3,81.38,0.221,2,1.6,2,0.5,0.442,16193.09137
1,1,3,86.87,0.277,2,3.175,2,1,0.554,8710.802267
1,1,3,93.27,0.333,2,6.35,2,2,0.666,4676.277929
1,1,3,95.1,0.368,2,9.652,2,3,0.736,3136.860946
1,1,3,96.01,0.439,2,12.7,2,5,0.878,2406.826654
1,1,3,96.93,0.587,2,19.05,2,8,1.174,1619.926449
1,1,3,97.84,0.66,2,25.4,2,15,1.32,1226.351004
1,1,3,99.67,0.734,2,31.75,2,20,1.468,999.4309451
1,1,3,100.58,0.881,2,38.1,2,25,1.762,840.4632324
1,1,3,101.5,1.102,2,50.8,2,29,2.204,636.1131793
1,1,3,102.41,1.288,2,76.2,2,33,2.576,427.8775086
1,1,3,104.24,1.542,2,101.6,2,37,3.084,326.6425508
1,1,3,107.9,1.654,2,152.4,2,40,3.308,225.4075929
1,1,3,110.64,1.836,2,304.8,2,45,3.672,115.5657835
1,1,3,191.72,0.046,2,1.6,2,0.5,0.092,38148.67876
1,1,3,249.63,0.086,2,3.175,2,1,0.172,25031.3983
1,1,3,304.19,0.152,2,6.35,2,2,0.304,15251.17383
1,1,3,311.51,0.152,2,9.652,2,3,0.304,10275.11623
1,1,3,311.51,0.173,2,12.7,2,5,0.346,7809.088334
1,1,3,311.51,0.218,2,19.05,2,8,0.436,5206.058889
1,1,3,311.51,0.239,2,25.4,2,15,0.478,3904.544167
1,1,3,311.51,0.279,2,31.75,2,20,0.558,3123.635334
1,1,3,311.51,0.305,2,38.1,2,25,0.61,2603.029445
1,1,3,322.48,0.305,2,50.8,2,29,0.61,2021.022444
1,1,3,322.48,0.345,2,76.2,2,33,0.69,1347.348296
1,1,3,322.48,0.366,2,101.6,2,37,0.732,1010.511222
1,1,3,322.48,0.391,2,152.4,2,40,0.782,673.6741479
1,1,3,322.48,0.432,2,304.8,2,45,0.864,336.837074
1,1,3,191.72,0.046,2,1.6,2,0.5,0.092,38148.67876
1,1,3,249.63,0.086,2,3.175,2,1,0.172,25031.3983
1,1,3,304.19,0.152,2,6.35,2,2,0.304,15251.17383
1,1,3,311.51,0.152,2,9.652,2,3,0.304,10275.11623
1,1,3,311.51,0.173,2,12.7,2,5,0.346,7809.088334
1,1,3,311.51,0.218,2,19.05,2,8,0.436,5206.058889
1,1,3,311.51,0.239,2,25.4,2,15,0.478,3904.544167
1,4,3,60.05,0.109,1,2.362,1,0.5,0.109,8094.036939
1,4,3,62.48,0.109,1,3.962,1,1,0.109,5020.634583
1,4,3,65.23,0.119,1,7.137,1,2,0.119,2909.804059
1,4,3,70.41,0.17,1,12.7,1,3,0.17,1765.073062
1,4,3,75.59,0.216,1,19.05,1,5,0.216,1263.28526
1,4,3,85.95,0.241,1,25.4,1,8,0.241,1077.318774
1,4,3,96.62,0.29,1,38.1,1,15,0.29,807.3728129
1,4,3,106.98,0.361,1,76.2,1,20,0.361,446.9713492
1,4,3,41.45,0.109,1,2.362,2,0.5,0.109,5586.974706
1,4,3,42.67,0.119,1,3.962,2,1,0.119,3428.784854
1,4,3,43.89,0.132,1,7.137,2,2,0.132,1957.861416
1,4,3,46.33,0.145,1,12.7,2,3,0.145,1161.42359
1,4,3,49.99,0.193,1,19.05,2,5,0.193,835.4495325
1,4,3,53.64,0.216,1,25.4,2,8,0.216,672.3371613
1,4,3,56.08,0.241,1,38.1,2,15,0.241,468.6138206
1,4,3,58.52,0.29,1,76.2,2,20,0.29,244.5014335
1,2,3,191.72,0.046,1,1.6,1,0.5,0.046,38148.67876
1,2,3,249.63,0.086,1,3.175,1,1,0.086,25031.3983
1,2,3,304.19,0.152,1,6.35,1,2,0.152,15251.17383
1,2,3,311.51,0.152,1,9.652,1,3,0.152,10275.11623
1,2,3,311.51,0.173,1,12.7,1,5,0.173,7809.088334
1,2,3,311.51,0.218,1,19.05,1,8,0.218,5206.058889
1,2,3,311.51,0.239,1,25.4,1,15,0.239,3904.544167
1,2,3,311.51,0.279,1,31.75,1,20,0.279,3123.635334
1,2,3,311.51,0.305,1,38.1,1,25,0.305,2603.029445
1,2,3,322.48,0.305,1,50.8,1,29,0.305,2021.022444
1,2,3,322.48,0.345,1,76.2,1,33,0.345,1347.348296
1,2,3,322.48,0.366,1,101.6,1,37,0.366,1010.511222
1,2,3,322.48,0.391,1,152.4,1,40,0.391,673.6741479
1,2,3,322.48,0.432,1,304.8,1,45,0.432,336.837074
1,2,3,162.46,0.056,1,1.6,3,0.5,0.056,32326.48838
1,2,3,230.73,0.064,1,3.175,3,1,0.064,23136.21972
1,2,3,239.57,0.091,1,6.35,3,2,0.091,12011.32093
1,2,3,252.68,0.112,1,9.652,3,3,0.112,8334.616445
1,2,3,272.49,0.127,1,12.7,3,5,0.127,6830.915477
1,2,3,298.7,0.135,1,19.05,3,8,0.135,4991.973902
1,2,3,309.68,0.152,1,25.4,3,15,0.152,3881.60649
1,2,3,314.25,0.152,1,31.75,3,20,0.152,3151.110409
1,2,3,320.65,0.158,1,38.1,3,25,0.158,2679.404807
1,2,3,320.65,0.165,1,50.8,3,29,0.165,2009.553605
1,2,3,320.65,0.18,1,76.2,3,33,0.18,1339.702403
1,2,3,320.65,0.18,1,101.6,3,37,0.18,1004.776803
1,2,3,320.65,0.18,1,152.4,3,40,0.18,669.8512017
1,2,3,320.65,0.18,1,304.8,3,45,0.18,334.9256009
1,2,3,122.83,0.053,1,1.6,2,0.5,0.053,24440.86278
1,2,3,174.35,0.061,1,3.175,2,1,0.061,17482.77167
1,2,3,181.05,0.086,1,6.35,2,2,0.086,9077.303732
1,2,3,191.11,0.107,1,9.652,2,3,0.107,6303.738122
1,2,3,206.04,0.122,1,12.7,2,5,0.122,5165.113673
1,2,3,225.86,0.127,1,19.05,2,8,0.127,3774.647558
1,2,3,234.09,0.145,1,25.4,2,15,0.145,2934.142545
1,2,3,237.44,0.147,1,31.75,2,20,0.147,2380.905825
1,2,3,242.62,0.15,1,38.1,2,25,0.15,2027.37313
1,2,3,242.62,0.158,1,50.8,2,29,0.158,1520.529848
1,2,3,242.62,0.173,1,76.2,2,33,0.173,1013.686565
1,2,3,242.62,0.173,1,101.6,2,37,0.173,760.2649239
1,2,3,242.62,0.173,1,152.4,2,40,0.173,506.8432826
1,2,3,242.62,0.173,1,304.8,2,45,0.173,253.4216413
1,2,3,177.09,0.058,1,1.6,4,0.5,0.058,35237.58357
1,2,3,251.16,0.066,1,3.175,4,1,0.066,25184.81751
1,2,3,260.6,0.096,1,6.35,4,2,0.096,13065.70203
1,2,3,275.23,0.117,1,9.652,4,3,0.117,9078.425218
1,2,3,296.57,0.135,1,12.7,4,5,0.135,7434.564949
1,2,3,325.22,0.142,1,19.05,4,8,0.142,5435.184976
1,2,3,337.41,0.16,1,25.4,4,15,0.16,4229.181238
1,2,3,341.99,0.163,1,31.75,4,20,0.163,3429.270482
1,2,3,349.3,0.165,1,38.1,4,25,0.165,2918.808979
1,2,3,349.3,0.173,1,50.8,4,29,0.173,2189.106734
1,2,3,349.3,0.19,1,76.2,4,33,0.19,1459.404489
1,2,3,349.3,0.19,1,101.6,4,37,0.19,1094.553367
1,2,3,349.3,0.19,1,152.4,4,40,0.19,729.7022447
1,2,3,349.3,0.19,1,304.8,4,45,0.19,364.8511224
1,3,3,191.72,0.046,1,1.6,1,0.5,0.046,38148.67876
1,3,3,249.63,0.086,1,3.175,1,1,0.086,25031.3983
1,3,3,304.19,0.152,1,6.35,1,2,0.152,15251.17383
1,3,3,311.51,0.152,1,9.652,1,3,0.152,10275.11623
1,3,3,311.51,0.173,1,12.7,1,5,0.173,7809.088334
1,3,3,311.51,0.218,1,19.05,1,8,0.218,5206.058889
1,3,3,311.51,0.239,1,25.4,1,15,0.239,3904.544167
1,3,3,311.51,0.279,1,31.75,1,20,0.279,3123.635334
1,3,3,311.51,0.305,1,38.1,1,25,0.305,2603.029445
1,3,3,322.48,0.305,1,50.8,1,29,0.305,2021.022444
1,3,3,322.48,0.345,1,76.2,1,33,0.345,1347.348296
1,3,3,322.48,0.366,1,101.6,1,37,0.366,1010.511222
1,3,3,322.48,0.391,1,152.4,1,40,0.391,673.6741479
1,3,3,322.48,0.432,1,304.8,1,45,0.432,336.837074
1,3,3,162.46,0.056,1,1.6,3,0.5,0.056,32326.48838
1,3,3,230.73,0.064,1,3.175,3,1,0.064,23136.21972
1,3,3,239.57,0.091,1,6.35,3,2,0.091,12011.32093
1,3,3,252.68,0.112,1,9.652,3,3,0.112,8334.616445
1,3,3,272.49,0.127,1,12.7,3,5,0.127,6830.915477
1,3,3,298.7,0.135,1,19.05,3,8,0.135,4991.973902
1,3,3,309.68,0.152,1,25.4,3,15,0.152,3881.60649
1,3,3,314.25,0.152,1,31.75,3,20,0.152,3151.110409
1,3,3,320.65,0.158,1,38.1,3,25,0.158,2679.404807
1,3,3,320.65,0.165,1,50.8,3,29,0.165,2009.553605
1,3,3,320.65,0.18,1,76.2,3,33,0.18,1339.702403
1,3,3,320.65,0.18,1,101.6,3,37,0.18,1004.776803
1,3,3,320.65,0.18,1,152.4,3,40,0.18,669.8512017
1,3,3,320.65,0.18,1,304.8,3,45,0.18,334.9256009
1,3,3,122.83,0.053,1,1.6,2,0.5,0.053,24440.86278
1,3,3,174.35,0.061,1,3.175,2,1,0.061,17482.77167
1,3,3,181.05,0.086,1,6.35,2,2,0.086,9077.303732
1,3,3,191.11,0.107,1,9.652,2,3,0.107,6303.738122
1,3,3,206.04,0.122,1,12.7,2,5,0.122,5165.113673
1,3,3,225.86,0.127,1,19.05,2,8,0.127,3774.647558
1,3,3,234.09,0.145,1,25.4,2,15,0.145,2934.142545
1,3,3,237.44,0.147,1,31.75,2,20,0.147,2380.905825
1,3,3,242.62,0.15,1,38.1,2,25,0.15,2027.37313
1,3,3,242.62,0.158,1,50.8,2,29,0.158,1520.529848
1,3,3,242.62,0.173,1,76.2,2,33,0.173,1013.686565
1,3,3,242.62,0.173,1,101.6,2,37,0.173,760.2649239
1,3,3,242.62,0.173,1,152.4,2,40,0.173,506.8432826
1,3,3,242.62,0.173,1,304.8,2,45,0.173,253.4216413
1,3,3,177.09,0.058,1,1.6,4,0.5,0.058,35237.58357
1,3,3,251.16,0.066,1,3.175,4,1,0.066,25184.81751
1,3,3,260.6,0.096,1,6.35,4,2,0.096,13065.70203
1,3,3,275.23,0.117,1,9.652,4,3,0.117,9078.425218
1,3,3,296.57,0.135,1,12.7,4,5,0.135,7434.564949
1,3,3,325.22,0.142,1,19.05,4,8,0.142,5435.184976
1,3,3,337.41,0.16,1,25.4,4,15,0.16,4229.181238
1,3,3,341.99,0.163,1,31.75,4,20,0.163,3429.270482
1,3,3,349.3,0.165,1,38.1,4,25,0.165,2918.808979
1,3,3,349.3,0.173,1,50.8,4,29,0.173,2189.106734
1,3,3,349.3,0.19,1,76.2,4,33,0.19,1459.404489
1,3,3,349.3,0.19,1,101.6,4,37,0.19,1094.553367
1,3,3,349.3,0.19,1,152.4,4,40,0.19,729.7022447
1,3,3,349.3,0.19,1,304.8,4,45,0.19,364.8511224
1,1,4,29.57,0.013,2,1.6,1,0.5,0.026,5883.874562
1,1,4,38.4,0.023,2,3.175,1,1,0.046,3850.52155
1,1,4,46.94,0.038,2,6.35,1,2,0.076,2353.43075
1,1,4,47.85,0.038,2,9.652,1,3,0.076,1578.325934
1,1,4,47.85,0.043,2,12.7,1,5,0.086,1199.527709
1,1,4,47.85,0.056,2,19.05,1,8,0.112,799.6851396
1,1,4,47.85,0.061,2,25.4,1,15,0.122,599.7638547
1,1,4,47.85,0.071,2,31.75,1,20,0.142,479.8110838
1,1,4,47.85,0.079,2,38.1,1,25,0.158,399.8425698
1,1,4,49.68,0.079,2,50.8,1,29,0.158,311.350766
1,1,4,49.68,0.089,2,76.2,1,33,0.178,207.5671773
1,1,4,49.68,0.094,2,101.6,1,37,0.188,155.675383
1,1,4,49.68,0.099,2,152.4,1,40,0.198,103.7835887
1,1,4,49.68,0.109,2,304.8,1,45,0.218,51.89179433
1,1,4,19.51,0.053,2,1.6,3,0.5,0.106,3882.123528
1,1,4,27.43,0.061,2,3.175,3,1,0.122,2750.515784
1,1,4,28.65,0.086,2,6.35,3,2,0.172,1436.425031
1,1,4,30.18,0.104,2,9.652,3,3,0.208,995.4833161
1,1,4,32.61,0.122,2,12.7,3,5,0.244,817.4837744
1,1,4,35.66,0.127,2,19.05,3,8,0.254,595.9617989
1,1,4,36.88,0.145,2,25.4,3,15,0.29,462.263134
1,1,4,37.49,0.145,2,31.75,3,20,0.29,375.9272211
1,1,4,38.4,0.15,2,38.1,3,25,0.3,320.8767958
1,1,4,38.4,0.155,2,50.8,3,29,0.31,240.6575969
1,1,4,38.4,0.173,2,76.2,3,33,0.346,160.4383979
1,1,4,38.4,0.173,2,101.6,3,37,0.346,120.3287984
1,1,4,38.4,0.173,2,152.4,3,40,0.346,80.21919896
1,1,4,38.4,0.173,2,304.8,3,45,0.346,40.10959948
1,1,4,14.63,0.051,2,1.6,2,0.5,0.102,2911.095193
1,1,4,20.73,0.058,2,3.175,2,1,0.116,2078.679993
1,1,4,21.64,0.084,2,6.35,2,2,0.168,1084.964666
1,1,4,22.86,0.102,2,9.652,2,3,0.204,754.0340823
1,1,4,24.69,0.117,2,12.7,2,5,0.234,618.941257
1,1,4,26.82,0.122,2,19.05,2,8,0.244,448.2247742
1,1,4,28.04,0.137,2,25.4,2,15,0.274,351.4603654
1,1,4,28.35,0.14,2,31.75,2,20,0.28,284.2767863
1,1,4,28.96,0.142,2,38.1,2,25,0.284,241.9945835
1,1,4,28.96,0.15,2,50.8,2,29,0.3,181.4959376
1,1,4,28.96,0.165,2,76.2,2,33,0.33,120.9972918
1,1,4,28.96,0.165,2,101.6,2,37,0.33,90.74796882
1,1,4,28.96,0.165,2,152.4,2,40,0.33,60.49864588
1,1,4,28.96,0.165,2,304.8,2,45,0.33,30.24932294
1,1,4,21.03,0.056,2,1.6,4,0.5,0.112,4184.574976
1,1,4,29.87,0.064,2,3.175,4,1,0.128,2995.184341
1,1,4,31.09,0.091,2,6.35,4,2,0.182,1558.75931
1,1,4,32.92,0.112,2,9.652,4,3,0.224,1085.861854
1,1,4,35.36,0.127,2,12.7,4,5,0.254,886.4221485
1,1,4,38.71,0.135,2,19.05,4,8,0.27,646.934415
1,1,4,40.23,0.15,2,25.4,4,15,0.3,504.252871
1,1,4,40.84,0.152,2,31.75,4,20,0.304,409.5190107
1,1,4,41.76,0.158,2,38.1,4,25,0.316,348.9535155
1,1,4,41.76,0.165,2,50.8,4,29,0.33,261.7151366
1,1,4,41.76,0.18,2,76.2,4,33,0.36,174.4767577
1,1,4,41.76,0.18,2,101.6,4,37,0.36,130.8575683
1,1,4,41.76,0.18,2,152.4,4,40,0.36,87.23837887
1,1,4,41.76,0.18,2,304.8,4,45,0.36,43.61918944
1,1,4,15.54,0.041,2,1.6,2,0.5,0.082,3092.168099
1,1,4,21.95,0.053,2,3.175,2,1,0.106,2201.014271
1,1,4,24.38,0.086,2,6.35,2,2,0.172,1222.340044
1,1,4,24.38,0.094,2,9.652,2,3,0.188,804.1710817
1,1,4,24.38,0.104,2,12.7,2,5,0.208,611.1700221
1,1,4,24.38,0.124,2,19.05,2,8,0.248,407.4466814
1,1,4,24.38,0.132,2,25.4,2,15,0.264,305.585011
1,1,4,24.38,0.132,2,31.75,2,20,0.264,244.4680088
1,1,4,24.38,0.132,2,38.1,2,25,0.264,203.7233407
1,1,4,25.91,0.145,2,50.8,2,29,0.29,162.3812066
1,1,4,26.82,0.173,2,76.2,2,33,0.346,112.0561935
1,1,4,27.74,0.196,2,101.6,2,37,0.392,86.92502262
1,1,4,28.65,0.196,2,152.4,2,40,0.392,59.85104297
1,1,4,30.78,0.196,2,304.8,2,45,0.392,32.15035083
1,1,4,13.41,0.137,2,1.6,2,0.5,0.274,2668.338109
1,1,4,14.63,0.173,2,3.175,2,1,0.346,1467.008601
1,1,4,15.54,0.208,2,6.35,2,2,0.416,779.1289699
1,1,4,15.85,0.229,2,9.652,2,3,0.458,522.8101577
1,1,4,15.85,0.274,2,12.7,2,5,0.548,397.3357199
1,1,4,16.15,0.366,2,19.05,2,8,0.732,269.9041798
1,1,4,16.46,0.412,2,25.4,2,15,0.824,206.3137523
1,1,4,16.46,0.457,2,31.75,2,20,0.914,165.0510019
1,1,4,16.76,0.549,2,38.1,2,25,1.098,140.0493515
1,1,4,17.07,0.686,2,50.8,2,29,1.372,106.9798224
1,1,4,17.07,0.803,2,76.2,2,33,1.606,71.31988158
1,1,4,17.37,0.96,2,101.6,2,37,1.92,54.42997992
1,1,4,17.98,1.031,2,152.4,2,40,2.062,37.56096868
1,1,4,18.29,1.143,2,304.8,2,45,2.286,19.10428579
1,1,4,29.57,0.013,2,1.6,2,0.5,0.026,5883.874562
1,1,4,38.4,0.023,2,3.175,2,1,0.046,3850.52155
1,1,4,46.94,0.038,2,6.35,2,2,0.076,2353.43075
1,1,4,47.85,0.038,2,9.652,2,3,0.076,1578.325934
1,1,4,47.85,0.043,2,12.7,2,5,0.086,1199.527709
1,1,4,47.85,0.056,2,19.05,2,8,0.112,799.6851396
1,1,4,47.85,0.061,2,25.4,2,15,0.122,599.7638547
1,1,4,47.85,0.071,2,31.75,2,20,0.142,479.8110838
1,1,4,47.85,0.079,2,38.1,2,25,0.158,399.8425698
1,1,4,49.68,0.079,2,50.8,2,29,0.158,311.350766
1,1,4,49.68,0.089,2,76.2,2,33,0.178,207.5671773
1,1,4,49.68,0.094,2,101.6,2,37,0.188,155.675383
1,1,4,49.68,0.099,2,152.4,2,40,0.198,103.7835887
1,1,4,49.68,0.109,2,304.8,2,45,0.218,51.89179433
1,1,4,29.57,0.013,2,1.6,2,0.5,0.026,5883.874562
1,1,4,38.4,0.023,2,3.175,2,1,0.046,3850.52155
1,1,4,46.94,0.038,2,6.35,2,2,0.076,2353.43075
1,1,4,47.85,0.038,2,9.652,2,3,0.076,1578.325934
1,1,4,47.85,0.043,2,12.7,2,5,0.086,1199.527709
1,1,4,47.85,0.056,2,19.05,2,8,0.112,799.6851396
1,1,4,47.85,0.061,2,25.4,2,15,0.122,599.7638547
1,4,4,22.86,0.099,1,2.362,1,0.5,0.099,3081.260357
1,4,4,23.77,0.099,1,3.962,1,1,0.099,1910.058964
1,4,4,24.69,0.109,1,7.137,1,2,0.109,1101.380687
1,4,4,26.82,0.152,1,12.7,1,3,0.152,672.3371613
1,4,4,28.65,0.196,1,19.05,1,5,0.196,478.8083438
1,4,4,32.61,0.218,1,25.4,1,8,0.218,408.7418872
1,4,4,36.58,0.262,1,38.1,1,15,0.262,305.6685727
1,4,4,40.54,0.328,1,76.2,1,20,0.328,169.3794961
1,4,4,16.76,0.099,1,2.362,2,0.5,0.099,2259.051775
1,4,4,17.37,0.109,1,3.962,2,1,0.109,1395.781413
